RCA(%);Asphalt(%);Additive(%);TR(°C);HD (km);WC (%);OD(mgCFC-11eq);GW(kgCO2eq);SM(kgO3eq);AC(kgSO2eq);EU(gNeq);CA(CTUh E-6);NCA(CTUh E-6);RE(gPM2.5eq);EC(CTUe);FFD(MJsurplus)
45;4;0.45;20;100;4;4936;23465;955;148;12714;171;1212;11292;36599;44337
45;4;0.45;20;150;1;3008;14313;586;90;7775;106;751;6889;22605;27165
45;4;0.45;20;150;2;3651;17364;709;109;9422;128;905;8357;27274;32891
45;4;0.45;20;150;3;4294;20416;832;129;11069;149;1059;9825;31944;38616
45;4;0.45;20;150;4;4937;23467;956;148;12716;171;1213;11293;36614;44341
45;4;0.45;30;0;1;2797;13312;545;84;7231;99;700;6407;21036;25287
45;4;0.45;30;0;2;3436;16343;668;103;8867;120;852;7865;25674;30972
45;4;0.45;30;0;3;4074;19373;790;122;10503;142;1005;9323;30311;36658
45;4;0.45;30;0;4;4712;22403;912;141;12139;164;1158;10781;34948;42344
45;4;0.45;30;50;1;2798;13314;546;84;7233;99;700;6408;21051;25291
45;4;0.45;30;50;2;3436;16344;668;103;8869;120;853;7866;25689;30976
45;4;0.45;30;50;3;4074;19375;790;122;10505;142;1006;9324;30326;36662
45;4;0.45;30;50;4;4713;22405;912;141;12141;164;1158;10782;34964;42348
45;4;0.45;30;100;1;2798;13316;546;84;7235;99;701;6409;21067;25295
45;4;0.45;30;100;2;3436;16346;668;103;8871;120;853;7867;25704;30980
45;4;0.45;30;100;3;4075;19376;790;122;10507;142;1006;9325;30341;36666
45;4;0.45;30;100;4;4713;22407;913;141;12143;164;1159;10783;34979;42351
45;4;0.45;30;150;1;2798;13318;546;84;7238;99;701;6410;21082;25298
45;4;0.45;30;150;2;3437;16348;668;103;8873;120;854;7868;25719;30984
45;4;0.45;30;150;3;4075;19378;791;122;10509;142;1007;9326;30357;36670
45;4;0.45;30;150;4;4714;22408;913;141;12145;164;1159;10784;34994;42355
45;4;0.45;40;0;1;2588;12317;505;78;6694;92;650;5928;19513;23420
45;4;0.45;40;0;2;3222;15326;627;97;8318;113;801;7376;24119;29066
45;4;0.45;40;0;3;3855;18336;748;116;9943;134;953;8824;28724;34712
45;4;0.45;40;0;4;4489;21345;870;134;11567;156;1105;10272;33329;40358
45;4;0.45;40;50;1;2588;12319;505;78;6696;92;650;5929;19529;23424
45;4;0.45;40;50;2;3222;15328;627;97;8321;113;802;7377;24134;29070
45;4;0.45;40;50;3;3856;18337;748;116;9945;135;953;8825;28739;34716
45;4;0.45;40;50;4;4490;21346;870;134;11569;156;1105;10273;33344;40362
45;4;0.45;40;100;1;2588;12321;506;78;6698;92;650;5930;19544;23428
45;4;0.45;40;100;2;3222;15330;627;97;8323;113;802;7378;24149;29074
45;4;0.45;40;100;3;3856;18339;748;116;9947;135;954;8826;28754;34720
45;4;0.45;40;100;4;4490;21348;870;134;11571;156;1106;10274;33359;40366
45;4;0.45;40;150;1;2589;12323;506;78;6700;92;651;5932;19559;23431
45;4;0.45;40;150;2;3223;15332;627;97;8325;113;802;7379;24164;29077
45;4;0.45;40;150;3;3857;18341;749;116;9949;135;954;8827;28769;34723
45;4;0.45;40;150;4;4491;21350;870;134;11574;156;1106;10275;33374;40369
45;4.5;0.15;10;0;1;3238;15407;630;97;8360;114;808;7414;24296;29257
45;4.5;0.15;10;0;2;3881;18460;753;116;10008;136;962;8883;28969;34986
45;4.5;0.15;10;0;3;4525;21514;877;136;11657;157;1116;10352;33642;40715
45;4.5;0.15;10;0;4;5168;24567;1000;155;13305;179;1270;11821;38315;46444
45;4.5;0.15;10;50;1;3238;15409;630;97;8362;114;809;7415;24311;29261
45;4.5;0.15;10;50;2;3882;18462;754;116;10010;136;963;8884;28984;34990
45;4.5;0.15;10;50;3;4525;21516;877;136;11659;158;1117;10353;33657;40719
45;4.5;0.15;10;50;4;5168;24569;1000;155;13307;179;1271;11823;38330;46448
45;4.5;0.15;10;100;1;3239;15411;631;97;8364;114;809;7416;24326;29265
45;4.5;0.15;10;100;2;3882;18464;754;116;10013;136;963;8886;28999;34994
45;4.5;0.15;10;100;3;4526;21518;877;136;11661;158;1117;10355;33672;40723
45;4.5;0.15;10;100;4;5169;24571;1000;155;13309;179;1271;11824;38345;46452
45;4.5;0.15;10;150;1;3239;15413;631;97;8366;114;810;7418;24341;29269
45;4.5;0.15;10;150;2;3883;18466;754;116;10015;136;964;8887;29014;34998
45;4.5;0.15;10;150;3;4526;21519;877;136;11663;158;1117;10356;33687;40727
45;4.5;0.15;10;150;4;5169;24573;1001;155;13311;179;1271;11825;38360;46456
45;4.5;0.15;20;0;1;3026;14403;590;91;7818;107;758;6931;22759;27372
45;4.5;0.15;20;0;2;3665;17435;712;110;9455;128;911;8390;27399;33062
45;4.5;0.15;20;0;3;4304;20467;834;129;11092;150;1063;9849;32040;38752
45;4.5;0.15;20;0;4;4943;23500;957;148;12729;172;1216;11308;36681;44441
45;4.5;0.15;20;50;1;3027;14404;590;91;7820;107;758;6932;22774;27376
45;4.5;0.15;20;50;2;3666;17437;712;110;9457;128;911;8391;27414;33066
45;4.5;0.15;20;50;3;4305;20469;835;129;11094;150;1064;9850;32055;38755
45;4.5;0.15;20;50;4;4943;23502;957;148;12731;172;1217;11309;36696;44445
45;4.5;0.15;20;100;1;3027;14406;590;91;7822;107;759;6933;22789;27380
45;4.5;0.15;20;100;2;3666;17439;712;110;9459;128;911;8392;27430;33070
45;4.5;0.15;20;100;3;4305;20471;835;129;11096;150;1064;9851;32070;38759
45;4.5;0.15;20;100;4;4944;23503;957;148;12733;172;1217;11310;36711;44449
45;4.5;0.15;20;150;1;3028;14408;590;91;7824;107;759;6934;22804;27384
45;4.5;0.15;20;150;2;3667;17440;713;110;9461;129;912;8393;27445;33073
45;4.5;0.15;20;150;3;4305;20473;835;129;11098;150;1065;9852;32085;38763
45;4.5;0.15;20;150;4;4944;23505;957;148;12735;172;1218;11311;36726;44453
45;4.5;0.15;30;0;1;2815;13398;549;85;7275;100;707;6448;21221;25487
45;4.5;0.15;30;0;2;3449;16409;671;103;8901;121;859;7896;25830;31138
45;4.5;0.15;30;0;3;4084;19421;792;122;10527;143;1011;9345;30438;36788
45;4.5;0.15;30;0;4;4718;22432;914;141;12152;164;1163;10794;35047;42438
45;4.5;0.15;30;50;1;2815;13400;549;85;7278;100;707;6449;21236;25491
45;4.5;0.15;30;50;2;3450;16411;671;103;8903;121;859;7898;25845;31141
45;4.5;0.15;30;50;3;4084;19423;792;122;10529;143;1011;9346;30454;36792
45;4.5;0.15;30;50;4;4719;22434;914;141;12155;164;1163;10795;35062;42442
45;4.5;0.15;30;100;1;2816;13402;550;85;7280;100;708;6450;21251;25495
45;4.5;0.15;30;100;2;3450;16413;671;103;8905;121;860;7899;25860;31145
45;4.5;0.15;30;100;3;4085;19424;793;122;10531;143;1012;9348;30469;36796
45;4.5;0.15;30;100;4;4719;22436;914;141;12157;164;1163;10796;35077;42446
45;4.5;0.15;30;150;1;2816;13403;550;85;7282;100;708;6451;21267;25499
45;4.5;0.15;30;150;2;3450;16415;671;103;8907;121;860;7900;25875;31149
45;4.5;0.15;30;150;3;4085;19426;793;122;10533;143;1012;9349;30484;36799
45;4.5;0.15;30;150;4;4719;22438;914;141;12159;164;1164;10798;35092;42450
45;4.5;0.15;40;0;1;2603;12393;509;78;6733;92;656;5964;19684;23602
45;4.5;0.15;40;0;2;3233;15384;629;97;8347;114;807;7403;24260;29213
45;4.5;0.15;40;0;3;3863;18374;750;116;9962;135;958;8842;28837;34824
45;4.5;0.15;40;0;4;4493;21365;871;135;11576;156;1109;10281;33413;40435
45;4.5;0.15;40;50;1;2603;12395;509;78;6735;92;657;5965;19699;23606
45;4.5;0.15;40;50;2;3234;15386;630;97;8350;114;808;7404;24275;29217
45;4.5;0.15;40;50;3;3864;18376;750;116;9964;135;958;8843;28852;34828
45;4.5;0.15;40;50;4;4494;21366;871;135;11578;156;1109;10282;33428;40439
45;4.5;0.15;40;100;1;2604;12397;509;78;6737;92;657;5966;19714;23610
45;4.5;0.15;40;100;2;3234;15387;630;97;8352;114;808;7405;24291;29221
45;4.5;0.15;40;100;3;3864;18378;750;116;9966;135;959;8844;28867;34832
45;4.5;0.15;40;100;4;4494;21368;871;135;11580;157;1110;10283;33444;40443
45;4.5;0.15;40;150;1;2604;12399;509;78;6740;93;658;5968;19729;23614
45;4.5;0.15;40;150;2;3234;15389;630;97;8354;114;808;7406;24306;29225
45;4.5;0.15;40;150;3;3864;18380;751;116;9968;135;959;8845;28882;34836
45;4.5;0.15;40;150;4;4494;21370;871;135;11582;157;1110;10284;33459;40447
45;4.5;0.25;10;0;1;3238;15407;630;97;8361;114;808;7414;24298;29257
45;4.5;0.25;10;0;2;3881;18461;753;116;10009;136;962;8883;28971;34986
45;4.5;0.25;10;0;3;4525;21514;877;136;11658;157;1116;10353;33643;40715
45;4.5;0.25;10;0;4;5168;24568;1000;155;13306;179;1270;11822;38316;46444
45;4.5;0.25;10;50;1;3238;15409;630;97;8363;114;809;7415;24313;29261
45;4.5;0.25;10;50;2;3882;18463;754;116;10012;136;963;8885;28986;34990
45;4.5;0.25;10;50;3;4525;21516;877;136;11660;158;1117;10354;33659;40719
45;4.5;0.25;10;50;4;5168;24569;1000;155;13308;179;1271;11823;38331;46448
45;4.5;0.25;10;100;1;3239;15411;631;97;8365;114;809;7417;24328;29265
45;4.5;0.25;10;100;2;3882;18464;754;116;10014;136;963;8886;29001;34994
45;4.5;0.25;10;100;3;4526;21518;877;136;11662;158;1117;10355;33674;40723
45;4.5;0.25;10;100;4;5169;24571;1000;155;13310;179;1271;11824;38347;46452
45;4.5;0.25;10;150;1;3239;15413;631;97;8367;114;810;7418;24343;29269
45;4.5;0.25;10;150;2;3883;18466;754;116;10016;136;964;8887;29016;34998
45;4.5;0.25;10;150;3;4526;21520;877;136;11664;158;1117;10356;33689;40727
45;4.5;0.25;10;150;4;5169;24573;1001;155;13312;179;1271;11825;38362;46456
45;4.5;0.25;20;0;1;3026;14403;590;91;7819;107;758;6931;22760;27372
45;4.5;0.25;20;0;2;3665;17435;712;110;9456;128;911;8390;27401;33062
45;4.5;0.25;20;0;3;4304;20468;834;129;11093;150;1063;9849;32042;38752
45;4.5;0.25;20;0;4;4943;23500;957;148;12730;172;1216;11308;36683;44441
45;4.5;0.25;20;50;1;3027;14405;590;91;7821;107;758;6932;22775;27376
45;4.5;0.25;20;50;2;3666;17437;712;110;9458;128;911;8391;27416;33066
45;4.5;0.25;20;50;3;4305;20469;835;129;11095;150;1064;9850;32057;38756
45;4.5;0.25;20;50;4;4943;23502;957;148;12732;172;1217;11309;36698;44445
45;4.5;0.25;20;100;1;3027;14406;590;91;7823;107;759;6933;22790;27380
45;4.5;0.25;20;100;2;3666;17439;712;110;9460;128;911;8392;27431;33070
45;4.5;0.25;20;100;3;4305;20471;835;129;11097;150;1064;9851;32072;38759
45;4.5;0.25;20;100;4;4944;23504;957;148;12734;172;1217;11310;36713;44449
45;4.5;0.25;20;150;1;3028;14408;590;91;7825;107;759;6934;22806;27384
45;4.5;0.25;20;150;2;3667;17441;713;110;9462;129;912;8393;27446;33073
45;4.5;0.25;20;150;3;4305;20473;835;129;11099;150;1065;9852;32087;38763
45;4.5;0.25;20;150;4;4944;23505;957;148;12736;172;1218;11311;36728;44453
45;4.5;0.25;30;0;1;2815;13398;549;85;7276;100;707;6448;21223;25487
45;4.5;0.25;30;0;2;3449;16410;671;103;8902;121;859;7897;25832;31138
45;4.5;0.25;30;0;3;4084;19421;792;122;10528;143;1011;9346;30440;36788
45;4.5;0.25;30;0;4;4718;22432;914;141;12153;164;1163;10794;35049;42438
45;4.5;0.25;30;50;1;2815;13400;549;85;7279;100;707;6449;21238;25491
45;4.5;0.25;30;50;2;3450;16411;671;103;8904;121;859;7898;25847;31142
45;4.5;0.25;30;50;3;4084;19423;792;122;10530;143;1011;9347;30455;36792
45;4.5;0.25;30;50;4;4719;22434;914;141;12156;164;1163;10795;35064;42442
45;4.5;0.25;30;100;1;2816;13402;550;85;7281;100;708;6450;21253;25495
45;4.5;0.25;30;100;2;3450;16413;671;103;8906;121;860;7899;25862;31145
45;4.5;0.25;30;100;3;4085;19425;793;122;10532;143;1012;9348;30470;36796
45;4.5;0.25;30;100;4;4719;22436;914;141;12158;164;1163;10797;35079;42446
45;4.5;0.25;30;150;1;2816;13404;550;85;7283;100;708;6451;21268;25499
45;4.5;0.25;30;150;2;3450;16415;671;103;8908;121;860;7900;25877;31149
45;4.5;0.25;30;150;3;4085;19426;793;122;10534;143;1012;9349;30486;36800
45;4.5;0.25;30;150;4;4719;22438;914;141;12160;164;1164;10798;35094;42450
45;4.5;0.25;40;0;1;2603;12394;509;78;6734;92;656;5964;19685;23603
45;4.5;0.25;40;0;2;3233;15384;629;97;8349;114;807;7403;24262;29213
45;4.5;0.25;40;0;3;3863;18374;750;116;9963;135;958;8842;28839;34824
45;4.5;0.25;40;0;4;4493;21365;871;135;11577;156;1109;10281;33415;40435
45;4.5;0.25;40;50;1;2603;12395;509;78;6736;92;657;5966;19701;23606
45;4.5;0.25;40;50;2;3234;15386;630;97;8351;114;808;7404;24277;29217
45;4.5;0.25;40;50;3;3864;18376;750;116;9965;135;958;8843;28854;34828
45;4.5;0.25;40;50;4;4494;21367;871;135;11579;156;1109;10282;33430;40439
45;4.5;0.25;40;100;1;2604;12397;509;78;6738;92;657;5967;19716;23610
45;4.5;0.25;40;100;2;3234;15388;630;97;8353;114;808;7405;24292;29221
45;4.5;0.25;40;100;3;3864;18378;750;116;9967;135;959;8844;28869;34832
45;4.5;0.25;40;100;4;4494;21369;871;135;11581;157;1110;10283;33445;40443
45;4.5;0.25;40;150;1;2604;12399;509;78;6741;93;658;5968;19731;23614
45;4.5;0.25;40;150;2;3234;15390;630;97;8355;114;808;7406;24307;29225
45;4.5;0.25;40;150;3;3864;18380;751;116;9969;135;959;8845;28884;34836
45;4.5;0.25;40;150;4;4494;21370;871;135;11584;157;1110;10284;33460;40447
45;4.5;0.35;10;0;1;3238;15408;630;97;8362;114;808;7415;24299;29257
45;4.5;0.35;10;0;2;3881;18461;753;116;10010;136;962;8884;28972;34986
45;4.5;0.35;10;0;3;4525;21514;877;136;11659;157;1116;10353;33645;40715
45;4.5;0.35;10;0;4;5168;24568;1000;155;13307;179;1270;11822;38318;46444
45;4.5;0.35;10;50;1;3238;15409;630;97;8364;114;809;7416;24314;29261
45;4.5;0.35;10;50;2;3882;18463;754;116;10013;136;963;8885;28987;34990
45;4.5;0.35;10;50;3;4525;21516;877;136;11661;158;1117;10354;33660;40719
45;4.5;0.35;10;50;4;5168;24570;1000;155;13309;179;1271;11823;38333;46448
45;4.5;0.35;10;100;1;3239;15411;631;97;8366;114;809;7417;24330;29265
45;4.5;0.35;10;100;2;3882;18465;754;116;10015;136;963;8886;29002;34994
45;4.5;0.35;10;100;3;4526;21518;877;136;11663;158;1117;10355;33675;40723
45;4.5;0.35;10;100;4;5169;24571;1000;155;13311;179;1271;11824;38348;46452
45;4.5;0.35;10;150;1;3239;15413;631;97;8368;114;810;7418;24345;29269
45;4.5;0.35;10;150;2;3883;18466;754;116;10017;136;964;8887;29018;34998
45;4.5;0.35;10;150;3;4526;21520;877;136;11665;158;1117;10356;33691;40727
45;4.5;0.35;10;150;4;5169;24573;1001;155;13313;179;1271;11825;38363;46456
45;4.5;0.35;20;0;1;3026;14403;590;91;7820;107;758;6931;22762;27372
45;4.5;0.35;20;0;2;3665;17435;712;110;9457;128;911;8390;27403;33062
45;4.5;0.35;20;0;3;4304;20468;834;129;11094;150;1063;9849;32044;38752
45;4.5;0.35;20;0;4;4943;23500;957;148;12731;172;1216;11308;36684;44441
45;4.5;0.35;20;50;1;3027;14405;590;91;7822;107;758;6932;22777;27376
45;4.5;0.35;20;50;2;3666;17437;712;110;9459;128;911;8391;27418;33066
45;4.5;0.35;20;50;3;4305;20470;835;129;11096;150;1064;9850;32059;38756
45;4.5;0.35;20;50;4;4943;23502;957;148;12733;172;1217;11309;36699;44445
45;4.5;0.35;20;100;1;3027;14407;590;91;7824;107;759;6933;22792;27380
45;4.5;0.35;20;100;2;3666;17439;713;110;9461;128;911;8392;27433;33070
45;4.5;0.35;20;100;3;4305;20471;835;129;11098;150;1064;9851;32074;38759
45;4.5;0.35;20;100;4;4944;23504;957;148;12735;172;1217;11310;36715;44449
45;4.5;0.35;20;150;1;3028;14408;590;91;7826;107;759;6934;22807;27384
45;4.5;0.35;20;150;2;3667;17441;713;110;9463;129;912;8393;27448;33074
45;4.5;0.35;20;150;3;4305;20473;835;129;11100;150;1065;9852;32089;38763
45;4.5;0.35;20;150;4;4944;23506;957;148;12737;172;1218;11311;36730;44453
45;4.5;0.35;30;0;1;2815;13398;549;85;7278;100;707;6448;21225;25487
45;4.5;0.35;30;0;2;3449;16410;671;103;8903;121;859;7897;25833;31138
45;4.5;0.35;30;0;3;4084;19421;792;122;10529;143;1011;9346;30442;36788
45;4.5;0.35;30;0;4;4718;22433;914;141;12154;164;1163;10795;35051;42438
45;4.5;0.35;30;50;1;2815;13400;549;85;7280;100;707;6449;21240;25491
45;4.5;0.35;30;50;2;3450;16412;671;103;8905;121;859;7898;25848;31142
45;4.5;0.35;30;50;3;4084;19423;792;122;10531;143;1011;9347;30457;36792
45;4.5;0.35;30;50;4;4719;22434;914;141;12157;164;1163;10796;35066;42442
45;4.5;0.35;30;100;1;2816;13402;550;85;7282;100;708;6450;21255;25495
45;4.5;0.35;30;100;2;3450;16413;671;103;8907;121;860;7899;25863;31145
45;4.5;0.35;30;100;3;4085;19425;793;122;10533;143;1012;9348;30472;36796
45;4.5;0.35;30;100;4;4719;22436;914;141;12159;164;1163;10797;35081;42446
45;4.5;0.35;30;150;1;2816;13404;550;85;7284;100;708;6451;21270;25499
45;4.5;0.35;30;150;2;3450;16415;671;103;8910;121;860;7900;25879;31149
45;4.5;0.35;30;150;3;4085;19427;793;122;10535;143;1012;9349;30487;36800
45;4.5;0.35;30;150;4;4719;22438;914;141;12161;164;1164;10798;35096;42450
45;4.5;0.35;40;0;1;2603;12394;509;78;6735;92;656;5965;19687;23603
45;4.5;0.35;40;0;2;3233;15384;629;97;8350;114;807;7403;24264;29214
45;4.5;0.35;40;0;3;3863;18375;750;116;9964;135;958;8842;28840;34824
45;4.5;0.35;40;0;4;4493;21365;871;135;11578;156;1109;10281;33417;40435
45;4.5;0.35;40;50;1;2603;12396;509;78;6737;92;657;5966;19702;23606
45;4.5;0.35;40;50;2;3234;15386;630;97;8352;114;808;7404;24279;29217
45;4.5;0.35;40;50;3;3864;18377;750;116;9966;135;958;8843;28855;34828
45;4.5;0.35;40;50;4;4494;21367;871;135;11580;156;1109;10282;33432;40439
45;4.5;0.35;40;100;1;2604;12398;509;78;6739;92;657;5967;19717;23610
45;4.5;0.35;40;100;2;3234;15388;630;97;8354;114;808;7406;24294;29221
45;4.5;0.35;40;100;3;3864;18378;750;116;9968;135;959;8844;28870;34832
45;4.5;0.35;40;100;4;4494;21369;871;135;11582;157;1110;10283;33447;40443
45;4.5;0.35;40;150;1;2604;12399;509;78;6742;93;658;5968;19733;23614
45;4.5;0.35;40;150;2;3234;15390;630;97;8356;114;808;7407;24309;29225
45;4.5;0.35;40;150;3;3864;18380;751;116;9970;135;959;8845;28886;34836
45;4.5;0.35;40;150;4;4494;21371;871;135;11585;157;1110;10284;33462;40447
45;4.5;0.45;10;0;1;3238;15408;630;97;8363;114;808;7415;24301;29257
45;4.5;0.45;10;0;2;3881;18461;753;116;10011;136;962;8884;28974;34986
45;4.5;0.45;10;0;3;4525;21515;877;136;11660;157;1116;10353;33647;40715
45;4.5;0.45;10;0;4;5168;24568;1000;155;13308;179;1270;11822;38320;46445
45;4.5;0.45;10;50;1;3238;15410;630;97;8365;114;809;7416;24316;29261
45;4.5;0.45;10;50;2;3882;18463;754;116;10014;136;963;8885;28989;34990
45;4.5;0.45;10;50;3;4525;21516;877;136;11662;158;1117;10354;33662;40719
45;4.5;0.45;10;50;4;5168;24570;1000;155;13310;179;1271;11823;38335;46448
45;4.5;0.45;10;100;1;3239;15411;631;97;8367;114;809;7417;24331;29265
45;4.5;0.45;10;100;2;3882;18465;754;116;10016;136;963;8886;29004;34994
45;4.5;0.45;10;100;3;4526;21518;877;136;11664;158;1117;10355;33677;40723
45;4.5;0.45;10;100;4;5169;24572;1000;155;13312;179;1271;11824;38350;46452
45;4.5;0.45;10;150;1;3239;15413;631;97;8369;114;810;7418;24346;29269
45;4.5;0.45;10;150;2;3883;18467;754;116;10018;136;964;8887;29019;34998
45;4.5;0.45;10;150;3;4526;21520;877;136;11666;158;1117;10356;33692;40727
45;4.5;0.45;10;150;4;5169;24573;1001;155;13314;179;1271;11825;38365;46456
45;4.5;0.45;20;0;1;3026;14403;590;91;7821;107;758;6931;22764;27372
45;4.5;0.45;20;0;2;3665;17436;712;110;9458;128;911;8390;27404;33062
45;4.5;0.45;20;0;3;4304;20468;834;129;11095;150;1063;9849;32045;38752
45;4.5;0.45;20;0;4;4943;23500;957;148;12732;172;1216;11308;36686;44442
45;4.5;0.45;20;50;1;3027;14405;590;91;7823;107;758;6932;22779;27376
45;4.5;0.45;20;50;2;3666;17437;712;110;9460;128;911;8391;27420;33066
45;4.5;0.45;20;50;3;4305;20470;835;129;11097;150;1064;9850;32060;38756
45;4.5;0.45;20;50;4;4943;23502;957;148;12734;172;1217;11309;36701;44445
45;4.5;0.45;20;100;1;3027;14407;590;91;7825;107;759;6934;22794;27380
45;4.5;0.45;20;100;2;3666;17439;713;110;9462;128;911;8393;27435;33070
45;4.5;0.45;20;100;3;4305;20472;835;129;11099;150;1064;9852;32075;38759
45;4.5;0.45;20;100;4;4944;23504;957;148;12736;172;1217;11311;36716;44449
45;4.5;0.45;20;150;1;3028;14409;590;91;7827;107;759;6935;22809;27384
45;4.5;0.45;20;150;2;3667;17441;713;110;9464;129;912;8394;27450;33074
45;4.5;0.45;20;150;3;4305;20473;835;129;11101;150;1065;9853;32091;38763
45;4.5;0.45;20;150;4;4944;23506;957;148;12738;172;1218;11312;36731;44453
45;4.5;0.45;30;0;1;2815;13399;549;85;7279;100;707;6448;21226;25487
45;4.5;0.45;30;0;2;3449;16410;671;103;8904;121;859;7897;25835;31138
45;4.5;0.45;30;0;3;4084;19422;792;122;10530;143;1011;9346;30444;36788
45;4.5;0.45;30;0;4;4718;22433;914;141;12156;164;1163;10795;35052;42438
45;4.5;0.45;30;50;1;2815;13401;549;85;7281;100;707;6449;21241;25491
45;4.5;0.45;30;50;2;3450;16412;671;103;8906;121;859;7898;25850;31142
45;4.5;0.45;30;50;3;4084;19423;792;122;10532;143;1011;9347;30459;36792
45;4.5;0.45;30;50;4;4719;22435;914;141;12158;164;1163;10796;35067;42442
45;4.5;0.45;30;100;1;2816;13402;550;85;7283;100;708;6450;21257;25495
45;4.5;0.45;30;100;2;3450;16414;671;103;8908;121;860;7899;25865;31145
45;4.5;0.45;30;100;3;4085;19425;793;122;10534;143;1012;9348;30474;36796
45;4.5;0.45;30;100;4;4719;22437;914;141;12160;164;1163;10797;35082;42446
45;4.5;0.45;30;150;1;2816;13404;550;85;7285;100;708;6451;21272;25499
45;4.5;0.45;30;150;2;3450;16416;671;103;8911;121;860;7900;25880;31149
45;4.5;0.45;30;150;3;4085;19427;793;122;10536;143;1012;9349;30489;36800
45;4.5;0.45;30;150;4;4719;22438;914;141;12162;164;1164;10798;35098;42450
45;4.5;0.45;40;0;1;2603;12394;509;78;6736;92;656;5965;19689;23603
45;4.5;0.45;40;0;2;3233;15385;629;97;8351;114;807;7404;24265;29214
45;4.5;0.45;40;0;3;3863;18375;750;116;9965;135;958;8842;28842;34824
45;4.5;0.45;40;0;4;4493;21365;871;135;11579;156;1109;10281;33418;40435
45;4.5;0.45;40;50;1;2603;12396;509;78;6738;92;657;5966;19704;23606
45;4.5;0.45;40;50;2;3234;15386;630;97;8353;114;808;7405;24281;29217
45;4.5;0.45;40;50;3;3864;18377;750;116;9967;135;958;8843;28857;34828
45;4.5;0.45;40;50;4;4494;21367;871;135;11581;156;1109;10282;33434;40439
45;4.5;0.45;40;100;1;2604;12398;509;78;6740;92;657;5967;19719;23610
45;4.5;0.45;40;100;2;3234;15388;630;97;8355;114;808;7406;24296;29221
45;4.5;0.45;40;100;3;3864;18379;750;116;9969;135;959;8844;28872;34832
45;4.5;0.45;40;100;4;4494;21369;871;135;11583;157;1110;10283;33449;40443
45;4.5;0.45;40;150;1;2604;12400;509;78;6743;93;658;5968;19734;23614
45;4.5;0.45;40;150;2;3234;15390;630;97;8357;114;808;7407;24311;29225
45;4.5;0.45;40;150;3;3864;18380;751;116;9971;135;959;8846;28887;34836
45;4.5;0.45;40;150;4;4495;21371;871;135;11586;157;1110;10284;33464;40447
45;5;0.15;10;0;1;3260;15512;635;98;8417;115;817;7464;24515;29493
45;5;0.15;10;0;2;3899;18547;757;117;10055;137;970;8924;29158;35187
45;5;0.15;10;0;3;4538;21581;880;136;11693;158;1123;10384;33802;40880
45;5;0.15;10;0;4;5177;24615;1002;155;13331;180;1276;11844;38446;46573
45;5;0.15;10;50;1;3260;15514;635;98;8419;115;817;7465;24530;29497
45;5;0.15;10;50;2;3899;18549;758;117;10057;137;970;8925;29173;35191
45;5;0.15;10;50;3;4539;21583;880;136;11696;158;1123;10385;33817;40884
45;5;0.15;10;50;4;5178;24617;1002;155;13334;180;1276;11845;38461;46577
45;5;0.15;10;100;1;3260;15516;635;98;8422;115;817;7467;24545;29501
45;5;0.15;10;100;2;3900;18550;758;117;10060;137;970;8926;29188;35194
45;5;0.15;10;100;3;4539;21585;880;136;11698;158;1123;10386;33832;40888
45;5;0.15;10;100;4;5178;24619;1003;155;13336;180;1276;11846;38476;46581
45;5;0.15;10;150;1;3261;15518;635;98;8424;115;818;7468;24560;29505
45;5;0.15;10;150;2;3900;18552;758;117;10062;137;971;8928;29203;35198
45;5;0.15;10;150;3;4539;21586;880;136;11700;158;1124;10387;33847;40892
45;5;0.15;10;150;4;5179;24621;1003;155;13338;180;1277;11847;38491;46585
45;5;0.15;20;0;1;3046;14498;594;91;7870;108;765;6976;22963;27591
45;5;0.15;20;0;2;3681;17512;716;110;9497;129;917;8426;27574;33245
45;5;0.15;20;0;3;4316;20525;837;129;11123;151;1069;9876;32186;38899
45;5;0.15;20;0;4;4951;23539;959;148;12750;172;1221;11326;36798;44553
45;5;0.15;20;50;1;3046;14500;594;91;7872;108;766;6978;22978;27594
45;5;0.15;20;50;2;3681;17514;716;110;9499;129;918;8427;27589;33249
45;5;0.15;20;50;3;4316;20527;837;129;11126;151;1070;9877;32201;38903
45;5;0.15;20;50;4;4951;23541;959;148;12752;172;1222;11327;36813;44557
45;5;0.15;20;100;1;3047;14502;594;91;7874;108;766;6979;22993;27598
45;5;0.15;20;100;2;3682;17515;716;110;9501;129;918;8429;27604;33252
45;5;0.15;20;100;3;4317;20529;838;129;11128;151;1070;9878;32216;38907
45;5;0.15;20;100;4;4951;23542;959;148;12754;172;1222;11328;36828;44561
45;5;0.15;20;150;1;3047;14504;595;91;7876;108;767;6980;23008;27602
45;5;0.15;20;150;2;3682;17517;716;110;9503;129;919;8430;27620;33256
45;5;0.15;20;150;3;4317;20531;838;129;11130;151;1071;9879;32231;38911
45;5;0.15;20;150;4;4952;23544;959;148;12757;172;1223;11329;36843;44565
45;5;0.15;30;0;1;2832;13484;553;85;7322;100;714;6489;21411;25688
45;5;0.15;30;0;2;3463;16477;674;104;8938;122;865;7928;25991;31303
45;5;0.15;30;0;3;4093;19469;795;123;10553;143;1016;9368;30570;36918
45;5;0.15;30;0;4;4724;22462;915;142;12169;165;1167;10808;35150;42533
