RCA(%);Asphalt(%);Additive(%);TR(°C);HD (km);WC (%);OD(mgCFC-11eq);GW(kgCO2eq);SM(kgO3eq);AC(kgSO2eq);EU(gNeq);CA(CTUh E-6);NCA(CTUh E-6);RE(gPM2.5eq);EC(CTUe);FFD(MJsurplus)
15;5.5;0.25;20;0;1;3037;14457;593;91;7856;107;763;6958;22910;27495
15;5.5;0.25;20;0;2;3674;17480;715;110;9487;129;915;8412;27536;33166
15;5.5;0.25;20;0;3;4311;20503;837;129;11119;151;1068;9867;32162;38837
15;5.5;0.25;20;0;4;4948;23525;959;148;12751;172;1220;11321;36787;44509
15;5.5;0.25;20;50;1;3037;14458;593;91;7856;107;763;6958;22915;27496
15;5.5;0.25;20;50;2;3674;17481;715;110;9488;129;915;8413;27541;33167
15;5.5;0.25;20;50;3;4311;20503;837;129;11120;151;1068;9867;32167;38839
15;5.5;0.25;20;50;4;4948;23526;959;148;12751;172;1220;11321;36792;44510
15;5.5;0.25;20;100;1;3037;14459;593;91;7857;108;763;6959;22920;27497
15;5.5;0.25;20;100;2;3674;17481;715;110;9489;129;916;8413;27546;33169
15;5.5;0.25;20;100;3;4311;20504;837;129;11120;151;1068;9867;32172;38840
15;5.5;0.25;20;100;4;4948;23526;959;148;12752;172;1220;11322;36797;44511
15;5.5;0.25;20;150;1;3037;14459;593;91;7858;108;763;6959;22925;27499
15;5.5;0.25;20;150;2;3674;17482;715;110;9489;129;916;8413;27551;33170
15;5.5;0.25;20;150;3;4311;20504;837;129;11121;151;1068;9868;32177;38841
15;5.5;0.25;20;150;4;4948;23527;959;148;12753;172;1220;11322;36802;44512
15;5.5;0.25;30;0;1;2824;13448;552;85;7311;100;712;6472;21365;25601
15;5.5;0.25;30;0;2;3457;16450;673;104;8931;122;863;7917;25959;31233
15;5.5;0.25;30;0;3;4089;19451;795;123;10551;143;1015;9361;30553;36865
15;5.5;0.25;30;0;4;4722;22453;916;141;12172;165;1166;10805;35146;42497
15;5.5;0.25;30;50;1;2825;13449;552;85;7311;100;712;6473;21370;25602
15;5.5;0.25;30;50;2;3457;16450;673;104;8932;122;863;7917;25964;31234
15;5.5;0.25;30;50;3;4089;19452;795;123;10552;143;1015;9361;30558;36866
15;5.5;0.25;30;50;4;4722;22453;916;141;12172;165;1166;10805;35151;42498
15;5.5;0.25;30;100;1;2825;13449;552;85;7312;100;712;6473;21375;25603
15;5.5;0.25;30;100;2;3457;16451;674;104;8932;122;864;7917;25969;31235
15;5.5;0.25;30;100;3;4089;19452;795;123;10553;143;1015;9361;30563;36867
15;5.5;0.25;30;100;4;4722;22454;916;141;12173;165;1166;10806;35156;42499
15;5.5;0.25;30;150;1;2825;13450;552;85;7313;100;712;6473;21380;25604
15;5.5;0.25;30;150;2;3457;16451;674;104;8933;122;864;7918;25974;31236
15;5.5;0.25;30;150;3;4090;19453;795;123;10553;143;1015;9362;30568;36868
15;5.5;0.25;30;150;4;4722;22455;916;141;12174;165;1166;10806;35161;42500
15;5.5;0.25;40;0;1;2612;12438;512;78;6766;93;661;5987;19820;23706
15;5.5;0.25;40;0;2;3240;15419;632;97;8375;114;811;7421;24382;29299
15;5.5;0.25;40;0;3;3868;18400;752;116;9984;136;962;8855;28944;34892
15;5.5;0.25;40;0;4;4496;21381;872;135;11593;157;1112;10289;33505;40485
15;5.5;0.25;40;50;1;2612;12439;512;78;6766;93;661;5987;19825;23708
15;5.5;0.25;40;50;2;3240;15420;632;97;8375;114;811;7421;24387;29300
15;5.5;0.25;40;50;3;3868;18400;752;116;9984;136;962;8855;28949;34893
15;5.5;0.25;40;50;4;4496;21381;872;135;11594;157;1112;10289;33510;40486
15;5.5;0.25;40;100;1;2612;12440;512;78;6767;93;661;5987;19830;23709
15;5.5;0.25;40;100;2;3240;15420;632;97;8376;114;812;7421;24392;29302
15;5.5;0.25;40;100;3;3868;18401;752;116;9985;136;962;8856;28954;34894
15;5.5;0.25;40;100;4;4496;21382;873;135;11594;157;1112;10290;33515;40487
15;5.5;0.25;40;150;1;2612;12440;512;78;6768;93;661;5988;19835;23710
15;5.5;0.25;40;150;2;3240;15421;632;97;8377;114;812;7422;24397;29303
15;5.5;0.25;40;150;3;3868;18402;752;116;9986;136;962;8856;28959;34896
15;5.5;0.25;40;150;4;4496;21382;873;135;11595;157;1112;10290;33520;40488
15;5.5;0.35;10;0;1;3250;15467;634;98;8402;115;814;7444;24457;29389
15;5.5;0.35;10;0;2;3891;18511;757;117;10045;136;967;8908;29115;35100
15;5.5;0.35;10;0;3;4532;21554;879;136;11688;158;1121;10373;33772;40810
15;5.5;0.35;10;0;4;5173;24598;1002;155;13330;180;1274;11837;38430;46521
15;5.5;0.35;10;50;1;3250;15468;634;98;8402;115;814;7444;24462;29390
15;5.5;0.35;10;50;2;3891;18511;757;117;10045;136;967;8909;29120;35101
15;5.5;0.35;10;50;3;4532;21555;879;136;11688;158;1121;10373;33777;40811
15;5.5;0.35;10;50;4;5174;24598;1002;155;13331;180;1274;11837;38435;46522
15;5.5;0.35;10;100;1;3250;15468;634;98;8403;115;814;7445;24467;29392
15;5.5;0.35;10;100;2;3891;18512;757;117;10046;136;967;8909;29125;35102
15;5.5;0.35;10;100;3;4533;21555;880;136;11689;158;1121;10373;33782;40813
15;5.5;0.35;10;100;4;5174;24599;1002;155;13332;180;1274;11838;38440;46523
15;5.5;0.35;10;150;1;3250;15469;634;98;8404;115;814;7445;24472;29393
15;5.5;0.35;10;150;2;3891;18512;757;117;10047;136;968;8909;29130;35103
15;5.5;0.35;10;150;3;4533;21556;880;136;11690;158;1121;10374;33787;40814
15;5.5;0.35;10;150;4;5174;24599;1002;155;13333;180;1274;11838;38445;46524
15;5.5;0.35;20;0;1;3037;14458;593;91;7857;107;763;6958;22912;27495
15;5.5;0.35;20;0;2;3674;17480;715;110;9488;129;915;8412;27538;33166
15;5.5;0.35;20;0;3;4311;20503;837;129;11120;151;1068;9867;32163;38837
15;5.5;0.35;20;0;4;4948;23525;959;148;12752;172;1220;11321;36789;44509
15;5.5;0.35;20;50;1;3037;14458;593;91;7857;107;763;6959;22917;27496
15;5.5;0.35;20;50;2;3674;17481;715;110;9489;129;915;8413;27543;33167
15;5.5;0.35;20;50;3;4311;20503;837;129;11121;151;1068;9867;32168;38839
15;5.5;0.35;20;50;4;4948;23526;959;148;12752;172;1220;11321;36794;44510
15;5.5;0.35;20;100;1;3037;14459;593;91;7858;108;763;6959;22922;27497
15;5.5;0.35;20;100;2;3674;17481;715;110;9490;129;916;8413;27548;33169
15;5.5;0.35;20;100;3;4311;20504;837;129;11121;151;1068;9867;32173;38840
15;5.5;0.35;20;100;4;4948;23527;959;148;12753;172;1220;11322;36799;44511
15;5.5;0.35;20;150;1;3038;14460;593;91;7859;108;763;6959;22927;27499
15;5.5;0.35;20;150;2;3674;17482;715;110;9490;129;916;8414;27553;33170
15;5.5;0.35;20;150;3;4311;20505;837;129;11122;151;1068;9868;32178;38841
15;5.5;0.35;20;150;4;4948;23527;959;148;12754;172;1220;11322;36804;44512
15;5.5;0.35;30;0;1;2824;13448;552;85;7312;100;712;6473;21367;25601
15;5.5;0.35;30;0;2;3457;16450;673;104;8932;122;863;7917;25961;31233
15;5.5;0.35;30;0;3;4089;19451;795;123;10552;143;1015;9361;30554;36865
15;5.5;0.35;30;0;4;4722;22453;916;141;12173;165;1166;10805;35148;42497
15;5.5;0.35;30;50;1;2825;13449;552;85;7312;100;712;6473;21372;25602
15;5.5;0.35;30;50;2;3457;16450;674;104;8933;122;863;7917;25966;31234
15;5.5;0.35;30;50;3;4089;19452;795;123;10553;143;1015;9361;30559;36866
15;5.5;0.35;30;50;4;4722;22454;916;141;12173;165;1166;10805;35153;42498
15;5.5;0.35;30;100;1;2825;13449;552;85;7313;100;712;6473;21377;25603
15;5.5;0.35;30;100;2;3457;16451;674;104;8933;122;864;7917;25971;31235
15;5.5;0.35;30;100;3;4090;19453;795;123;10554;143;1015;9362;30564;36867
15;5.5;0.35;30;100;4;4722;22454;916;141;12174;165;1166;10806;35158;42499
15;5.5;0.35;30;150;1;2825;13450;553;85;7314;100;712;6474;21382;25605
15;5.5;0.35;30;150;2;3457;16452;674;104;8934;122;864;7918;25976;31237
15;5.5;0.35;30;150;3;4090;19453;795;123;10555;143;1015;9362;30569;36869
15;5.5;0.35;30;150;4;4722;22455;916;141;12175;165;1166;10806;35163;42500
15;5.5;0.35;40;0;1;2612;12439;512;78;6767;93;661;5987;19822;23707
15;5.5;0.35;40;0;2;3240;15419;632;97;8376;114;811;7421;24384;29299
15;5.5;0.35;40;0;3;3868;18400;752;116;9985;136;962;8855;28945;34892
15;5.5;0.35;40;0;4;4496;21381;872;135;11594;157;1112;10289;33507;40485
15;5.5;0.35;40;50;1;2612;12439;512;78;6767;93;661;5987;19827;23708
15;5.5;0.35;40;50;2;3240;15420;632;97;8376;114;811;7421;24389;29301
15;5.5;0.35;40;50;3;3868;18401;752;116;9986;136;962;8855;28950;34893
15;5.5;0.35;40;50;4;4496;21381;873;135;11595;157;1112;10290;33512;40486
15;5.5;0.35;40;100;1;2612;12440;512;78;6768;93;661;5988;19832;23709
15;5.5;0.35;40;100;2;3240;15421;632;97;8377;114;812;7422;24394;29302
15;5.5;0.35;40;100;3;3868;18401;752;116;9986;136;962;8856;28955;34895
15;5.5;0.35;40;100;4;4496;21382;873;135;11595;157;1112;10290;33517;40487
15;5.5;0.35;40;150;1;2612;12440;512;78;6769;93;661;5988;19837;23710
15;5.5;0.35;40;150;2;3240;15421;632;97;8378;114;812;7422;24399;29303
15;5.5;0.35;40;150;3;3868;18402;752;116;9987;136;962;8856;28960;34896
15;5.5;0.35;40;150;4;4496;21383;873;135;11596;157;1112;10290;33522;40489
15;5.5;0.45;10;0;1;3250;15467;634;98;8403;115;814;7444;24459;29389
15;5.5;0.45;10;0;2;3891;18511;757;117;10046;136;967;8908;29116;35100
15;5.5;0.45;10;0;3;4532;21554;879;136;11689;158;1121;10373;33774;40810
15;5.5;0.45;10;0;4;5173;24598;1002;155;13332;180;1274;11837;38432;46521
15;5.5;0.45;10;50;1;3250;15468;634;98;8403;115;814;7444;24464;29390
15;5.5;0.45;10;50;2;3891;18512;757;117;10046;136;967;8909;29122;35101
15;5.5;0.45;10;50;3;4532;21555;880;136;11689;158;1121;10373;33779;40811
15;5.5;0.45;10;50;4;5174;24598;1002;155;13332;180;1274;11837;38437;46522
15;5.5;0.45;10;100;1;3250;15469;634;98;8404;115;814;7445;24469;29392
15;5.5;0.45;10;100;2;3891;18512;757;117;10047;136;967;8909;29127;35102
15;5.5;0.45;10;100;3;4533;21556;880;136;11690;158;1121;10373;33784;40813
15;5.5;0.45;10;100;4;5174;24599;1002;155;13333;180;1274;11838;38442;46523
15;5.5;0.45;10;150;1;3250;15469;634;98;8405;115;814;7445;24474;29393
15;5.5;0.45;10;150;2;3891;18513;757;117;10048;136;968;8910;29132;35103
15;5.5;0.45;10;150;3;4533;21556;880;136;11691;158;1121;10374;33789;40814
15;5.5;0.45;10;150;4;5174;24600;1002;155;13334;180;1274;11838;38447;46524
15;5.5;0.45;20;0;1;3037;14458;593;91;7858;107;763;6958;22914;27495
15;5.5;0.45;20;0;2;3674;17480;715;110;9489;129;915;8413;27540;33166
15;5.5;0.45;20;0;3;4311;20503;837;129;11121;151;1068;9867;32165;38837
15;5.5;0.45;20;0;4;4948;23526;959;148;12753;172;1220;11321;36791;44509
15;5.5;0.45;20;50;1;3037;14459;593;91;7858;107;763;6959;22919;27496
15;5.5;0.45;20;50;2;3674;17481;715;110;9490;129;915;8413;27545;33167
15;5.5;0.45;20;50;3;4311;20504;837;129;11122;151;1068;9867;32170;38839
15;5.5;0.45;20;50;4;4948;23526;959;148;12753;172;1220;11322;36796;44510
15;5.5;0.45;20;100;1;3037;14459;593;91;7859;108;763;6959;22924;27498
15;5.5;0.45;20;100;2;3674;17482;715;110;9491;129;916;8413;27550;33169
15;5.5;0.45;20;100;3;4311;20504;837;129;11122;151;1068;9868;32175;38840
15;5.5;0.45;20;100;4;4948;23527;959;148;12754;172;1220;11322;36801;44511
15;5.5;0.45;20;150;1;3038;14460;593;91;7860;108;763;6959;22929;27499
15;5.5;0.45;20;150;2;3674;17482;715;110;9492;129;916;8414;27555;33170
15;5.5;0.45;20;150;3;4311;20505;837;129;11123;151;1068;9868;32180;38841
15;5.5;0.45;20;150;4;4948;23527;959;148;12755;172;1220;11322;36806;44513
15;5.5;0.45;30;0;1;2824;13448;552;85;7313;100;712;6473;21369;25601
15;5.5;0.45;30;0;2;3457;16450;673;104;8933;122;863;7917;25963;31233
15;5.5;0.45;30;0;3;4089;19452;795;123;10553;143;1015;9361;30556;36865
15;5.5;0.45;30;0;4;4722;22453;916;141;12174;165;1166;10805;35150;42497
15;5.5;0.45;30;50;1;2825;13449;552;85;7313;100;712;6473;21374;25602
15;5.5;0.45;30;50;2;3457;16451;674;104;8934;122;863;7917;25968;31234
15;5.5;0.45;30;50;3;4089;19452;795;123;10554;143;1015;9361;30561;36866
15;5.5;0.45;30;50;4;4722;22454;916;141;12175;165;1166;10806;35155;42498
15;5.5;0.45;30;100;1;2825;13450;552;85;7314;100;712;6473;21379;25603
15;5.5;0.45;30;100;2;3457;16451;674;104;8935;122;864;7918;25973;31235
15;5.5;0.45;30;100;3;4090;19453;795;123;10555;143;1015;9362;30566;36867
15;5.5;0.45;30;100;4;4722;22455;916;141;12175;165;1166;10806;35160;42499
15;5.5;0.45;30;150;1;2825;13450;553;85;7315;100;712;6474;21384;25605
15;5.5;0.45;30;150;2;3457;16452;674;104;8935;122;864;7918;25978;31237
15;5.5;0.45;30;150;3;4090;19453;795;123;10556;143;1015;9362;30571;36869
15;5.5;0.45;30;150;4;4722;22455;916;141;12176;165;1166;10806;35165;42501
15;5.5;0.45;40;0;1;2612;12439;512;78;6768;93;661;5987;19824;23707
15;5.5;0.45;40;0;2;3240;15420;632;97;8377;114;811;7421;24386;29299
15;5.5;0.45;40;0;3;3868;18400;752;116;9986;136;962;8855;28947;34892
15;5.5;0.45;40;0;4;4496;21381;872;135;11595;157;1112;10289;33509;40485
15;5.5;0.45;40;50;1;2612;12440;512;78;6768;93;661;5987;19829;23708
15;5.5;0.45;40;50;2;3240;15420;632;97;8378;114;811;7421;24391;29301
15;5.5;0.45;40;50;3;3868;18401;752;116;9987;136;962;8856;28952;34893
15;5.5;0.45;40;50;4;4496;21382;873;135;11596;157;1112;10290;33514;40486
15;5.5;0.45;40;100;1;2612;12440;512;78;6769;93;661;5988;19834;23709
15;5.5;0.45;40;100;2;3240;15421;632;97;8378;114;812;7422;24396;29302
15;5.5;0.45;40;100;3;3868;18402;752;116;9987;136;962;8856;28957;34895
15;5.5;0.45;40;100;4;4496;21382;873;135;11596;157;1112;10290;33519;40487
15;5.5;0.45;40;150;1;2612;12441;512;78;6770;93;661;5988;19839;23710
15;5.5;0.45;40;150;2;3240;15421;632;97;8379;114;812;7422;24401;29303
15;5.5;0.45;40;150;3;3868;18402;752;116;9988;136;962;8856;28962;34896
15;5.5;0.45;40;150;4;4496;21383;873;135;11597;157;1112;10290;33524;40489
30;4;0.15;10;0;1;3203;15239;623;96;8272;112;795;7335;23965;28880
30;4;0.15;10;0;2;3853;18324;748;115;9937;134;951;8819;28685;34667
30;4;0.15;10;0;3;4503;21408;872;135;11602;156;1106;10303;33405;40453
30;4;0.15;10;0;4;5153;24492;997;154;13267;178;1262;11787;38125;46240
30;4;0.15;10;50;1;3204;15241;624;96;8274;112;796;7336;23975;28882
30;4;0.15;10;50;2;3854;18325;748;115;9939;134;951;8819;28695;34669
30;4;0.15;10;50;3;4503;21409;872;135;11604;156;1107;10303;33415;40456
30;4;0.15;10;50;4;5153;24493;997;154;13269;178;1262;11787;38135;46243
30;4;0.15;10;100;1;3204;15242;624;96;8275;112;796;7336;23985;28885
30;4;0.15;10;100;2;3854;18326;748;115;9940;134;952;8820;28705;34672
30;4;0.15;10;100;3;4504;21410;873;135;11605;156;1107;10304;33425;40459
30;4;0.15;10;100;4;5153;24494;997;154;13270;178;1263;11788;38145;46245
30;4;0.15;10;150;1;3204;15243;624;96;8277;112;796;7337;23995;28887
30;4;0.15;10;150;2;3854;18327;748;115;9941;134;952;8821;28715;34674
30;4;0.15;10;150;3;4504;21411;873;135;11606;156;1107;10305;33435;40461
30;4;0.15;10;150;4;5154;24496;997;154;13271;178;1263;11789;38155;46248
30;4;0.15;20;0;1;2995;14250;583;90;7738;105;746;6859;22451;27024
30;4;0.15;20;0;2;3640;17313;707;109;9392;127;900;8333;27138;32771
30;4;0.15;20;0;3;4286;20376;831;128;11045;149;1054;9806;31826;38518
30;4;0.15;20;0;4;4931;23439;954;148;12699;171;1209;11280;36514;44265
30;4;0.15;20;50;1;2995;14251;584;90;7740;105;746;6860;22461;27026
30;4;0.15;20;50;2;3641;17314;707;109;9393;127;900;8333;27149;32773
30;4;0.15;20;50;3;4286;20377;831;128;11047;149;1055;9807;31836;38520
30;4;0.15;20;50;4;4931;23440;954;148;12700;171;1209;11281;36524;44268
30;4;0.15;20;100;1;2996;14253;584;90;7741;105;746;6860;22471;27029
30;4;0.15;20;100;2;3641;17316;707;109;9395;127;901;8334;27159;32776
30;4;0.15;20;100;3;4286;20379;831;128;11048;149;1055;9808;31846;38523
30;4;0.15;20;100;4;4932;23442;955;148;12702;171;1209;11282;36534;44270
30;4;0.15;20;150;1;2996;14254;584;90;7743;105;746;6861;22481;27031
30;4;0.15;20;150;2;3641;17317;707;109;9396;127;901;8335;27169;32779
30;4;0.15;20;150;3;4287;20380;831;128;11050;149;1055;9809;31857;38526
30;4;0.15;20;150;4;4932;23443;955;148;12703;171;1210;11282;36544;44273
30;4;0.15;30;0;1;2787;13261;544;84;7204;98;696;6383;20937;25168
30;4;0.15;30;0;2;3427;16303;666;103;8846;120;849;7847;25592;30875
30;4;0.15;30;0;3;4068;19345;789;122;10488;142;1002;9310;30247;36582
30;4;0.15;30;0;4;4709;22386;912;141;12130;163;1156;10774;34902;42290
30;4;0.15;30;50;1;2787;13262;544;84;7206;98;696;6384;20947;25170
30;4;0.15;30;50;2;3428;16304;666;103;8848;120;849;7847;25602;30878
30;4;0.15;30;50;3;4069;19346;789;122;10490;142;1003;9311;30258;36585
30;4;0.15;30;50;4;4710;22388;912;141;12132;163;1156;10774;34913;42292
30;4;0.15;30;100;1;2787;13264;544;84;7207;98;696;6384;20957;25173
30;4;0.15;30;100;2;3428;16305;667;103;8849;120;850;7848;25613;30880
30;4;0.15;30;100;3;4069;19347;789;122;10491;142;1003;9311;30268;36588
30;4;0.15;30;100;4;4710;22389;912;141;12133;163;1156;10775;34923;42295
30;4;0.15;30;150;1;2787;13265;544;84;7209;98;697;6385;20968;25175
30;4;0.15;30;150;2;3428;16307;667;103;8851;120;850;7849;25623;30883
30;4;0.15;30;150;3;4069;19348;789;122;10493;142;1003;9312;30278;36590
30;4;0.15;30;150;4;4710;22390;912;141;12135;163;1157;10776;34933;42297
30;4;0.15;40;0;1;2578;12272;504;77;6670;91;646;5907;19423;23312
30;4;0.15;40;0;2;3215;15293;626;96;8301;113;798;7360;24046;28979
30;4;0.15;40;0;3;3851;18313;747;115;9932;134;950;8814;28669;34647
30;4;0.15;40;0;4;4487;21334;869;134;11562;156;1103;10267;33291;40314
30;4;0.15;40;50;1;2578;12273;504;77;6672;91;646;5908;19433;23314
30;4;0.15;40;50;2;3215;15294;626;96;8302;113;798;7361;24056;28982
30;4;0.15;40;50;3;3851;18314;748;115;9933;134;951;8814;28679;34649
30;4;0.15;40;50;4;4488;21335;869;134;11564;156;1103;10268;33302;40317
30;4;0.15;40;100;1;2579;12274;504;77;6673;91;646;5909;19444;23317
30;4;0.15;40;100;2;3215;15295;626;96;8304;113;799;7362;24066;28984
30;4;0.15;40;100;3;3852;18316;748;115;9934;134;951;8815;28689;34652
30;4;0.15;40;100;4;4488;21336;870;134;11565;156;1103;10268;33312;40320
30;4;0.15;40;150;1;2579;12276;504;77;6675;91;647;5909;19454;23320
30;4;0.15;40;150;2;3215;15296;626;96;8305;113;799;7363;24077;28987
30;4;0.15;40;150;3;3852;18317;748;115;9936;134;951;8816;28699;34655
30;4;0.15;40;150;4;4488;21337;870;134;11566;156;1104;10269;33322;40322
30;4;0.25;10;0;1;3203;15240;623;96;8273;112;795;7335;23966;28880
30;4;0.25;10;0;2;3853;18324;748;115;9938;134;951;8819;28686;34667
30;4;0.25;10;0;3;4503;21408;872;135;11603;156;1106;10303;33406;40453
30;4;0.25;10;0;4;5153;24492;997;154;13268;178;1262;11787;38126;46240
30;4;0.25;10;50;1;3204;15241;624;96;8275;112;796;7336;23976;28882
30;4;0.25;10;50;2;3854;18325;748;115;9939;134;951;8820;28696;34669
30;4;0.25;10;50;3;4503;21409;872;135;11604;156;1107;10304;33416;40456
30;4;0.25;10;50;4;5153;24493;997;154;13269;178;1262;11787;38136;46243
30;4;0.25;10;100;1;3204;15242;624;96;8276;112;796;7336;23986;28885
30;4;0.25;10;100;2;3854;18326;748;115;9941;134;952;8820;28706;34672
30;4;0.25;10;100;3;4504;21410;873;135;11606;156;1107;10304;33427;40459
30;4;0.25;10;100;4;5153;24495;997;154;13271;178;1263;11788;38147;46246
30;4;0.25;10;150;1;3204;15243;624;96;8277;112;796;7337;23997;28887
30;4;0.25;10;150;2;3854;18327;748;115;9942;134;952;8821;28717;34674
30;4;0.25;10;150;3;4504;21412;873;135;11607;156;1107;10305;33437;40461
30;4;0.25;10;150;4;5154;24496;997;154;13272;178;1263;11789;38157;46248
30;4;0.25;20;0;1;2995;14250;583;90;7739;105;746;6859;22452;27024
30;4;0.25;20;0;2;3640;17313;707;109;9393;127;900;8333;27140;32771
30;4;0.25;20;0;3;4286;20376;831;128;11046;149;1054;9806;31827;38518
30;4;0.25;20;0;4;4931;23439;954;148;12700;171;1209;11280;36515;44265
30;4;0.25;20;50;1;2995;14252;584;90;7741;105;746;6860;22462;27026
30;4;0.25;20;50;2;3641;17315;707;109;9394;127;900;8334;27150;32773
30;4;0.25;20;50;3;4286;20378;831;128;11048;149;1055;9807;31838;38521
30;4;0.25;20;50;4;4931;23441;954;148;12701;171;1209;11281;36525;44268
30;4;0.25;20;100;1;2996;14253;584;90;7742;105;746;6861;22473;27029
30;4;0.25;20;100;2;3641;17316;707;109;9395;127;901;8334;27160;32776
30;4;0.25;20;100;3;4286;20379;831;128;11049;149;1055;9808;31848;38523
30;4;0.25;20;100;4;4932;23442;955;148;12702;171;1209;11282;36535;44270
30;4;0.25;20;150;1;2996;14254;584;90;7743;105;746;6861;22483;27031
30;4;0.25;20;150;2;3641;17317;707;109;9397;127;901;8335;27170;32779
30;4;0.25;20;150;3;4287;20380;831;128;11050;149;1055;9809;31858;38526
30;4;0.25;20;150;4;4932;23443;955;148;12704;171;1210;11282;36546;44273
30;4;0.25;30;0;1;2787;13261;544;84;7205;98;696;6383;20938;25168
30;4;0.25;30;0;2;3428;16303;666;103;8847;120;849;7847;25594;30875
30;4;0.25;30;0;3;4068;19345;789;122;10489;142;1002;9310;30249;36582
30;4;0.25;30;0;4;4709;22387;912;141;12131;163;1156;10774;34904;42290
30;4;0.25;30;50;1;2787;13263;544;84;7207;98;696;6384;20949;25170
30;4;0.25;30;50;2;3428;16304;666;103;8849;120;849;7847;25604;30878
30;4;0.25;30;50;3;4069;19346;789;122;10491;142;1003;9311;30259;36585
30;4;0.25;30;50;4;4710;22388;912;141;12133;163;1156;10774;34914;42292
30;4;0.25;30;100;1;2787;13264;544;84;7208;98;696;6385;20959;25173
30;4;0.25;30;100;2;3428;16305;667;103;8850;120;850;7848;25614;30880
30;4;0.25;30;100;3;4069;19347;789;122;10492;142;1003;9312;30269;36588
30;4;0.25;30;100;4;4710;22389;912;141;12134;163;1156;10775;34924;42295
30;4;0.25;30;150;1;2787;13265;544;84;7209;98;697;6385;20969;25176
30;4;0.25;30;150;2;3428;16307;667;103;8851;120;850;7849;25624;30883
30;4;0.25;30;150;3;4069;19348;789;122;10494;142;1003;9312;30279;36590
30;4;0.25;30;150;4;4710;22390;912;141;12136;163;1157;10776;34934;42297
30;4;0.25;40;0;1;2578;12272;504;77;6671;91;646;5907;19425;23312
30;4;0.25;40;0;2;3215;15293;626;96;8302;113;798;7361;24047;28979
30;4;0.25;40;0;3;3851;18313;747;115;9932;134;950;8814;28670;34647
30;4;0.25;40;0;4;4487;21334;869;134;11563;156;1103;10267;33293;40314
30;4;0.25;40;50;1;2579;12273;504;77;6673;91;646;5908;19435;23314
30;4;0.25;40;50;2;3215;15294;626;96;8303;113;798;7361;24058;28982
30;4;0.25;40;50;3;3851;18314;748;115;9934;134;951;8815;28680;34649
30;4;0.25;40;50;4;4488;21335;869;134;11564;156;1103;10268;33303;40317
30;4;0.25;40;100;1;2579;12275;504;77;6674;91;646;5909;19445;23317
30;4;0.25;40;100;2;3215;15295;626;96;8305;113;799;7362;24068;28985
30;4;0.25;40;100;3;3852;18316;748;115;9935;134;951;8815;28690;34652
30;4;0.25;40;100;4;4488;21336;870;134;11566;156;1103;10269;33313;40320
30;4;0.25;40;150;1;2579;12276;504;77;6675;91;647;5909;19455;23320
30;4;0.25;40;150;2;3215;15296;626;96;8306;113;799;7363;24078;28987
30;4;0.25;40;150;3;3852;18317;748;115;9937;134;951;8816;28701;34655
30;4;0.25;40;150;4;4488;21338;870;134;11567;156;1104;10269;33323;40322
30;4;0.35;10;0;1;3203;15240;623;96;8274;112;795;7335;23967;28880
30;4;0.35;10;0;2;3853;18324;748;115;9939;134;951;8819;28688;34667
30;4;0.35;10;0;3;4503;21408;872;135;11604;156;1106;10303;33408;40454
30;4;0.35;10;0;4;5153;24492;997;154;13269;178;1262;11787;38128;46240
30;4;0.35;10;50;1;3204;15241;624;96;8275;112;796;7336;23978;28882
30;4;0.35;10;50;2;3854;18325;748;115;9940;134;951;8820;28698;34669
30;4;0.35;10;50;3;4503;21409;872;135;11605;156;1107;10304;33418;40456
30;4;0.35;10;50;4;5153;24494;997;154;13270;178;1262;11788;38138;46243
30;4;0.35;10;100;1;3204;15242;624;96;8277;112;796;7337;23988;28885
30;4;0.35;10;100;2;3854;18326;748;115;9942;134;952;8820;28708;34672
30;4;0.35;10;100;3;4504;21411;873;135;11607;156;1107;10304;33428;40459
30;4;0.35;10;100;4;5153;24495;997;154;13272;178;1263;11788;38148;46246
30;4;0.35;10;150;1;3204;15243;624;96;8278;112;796;7337;23998;28887
30;4;0.35;10;150;2;3854;18328;748;115;9943;134;952;8821;28718;34674
30;4;0.35;10;150;3;4504;21412;873;135;11608;156;1107;10305;33438;40461
30;4;0.35;10;150;4;5154;24496;997;154;13273;178;1263;11789;38158;46248
30;4;0.35;20;0;1;2995;14251;583;90;7740;105;746;6859;22454;27024
30;4;0.35;20;0;2;3640;17314;707;109;9393;127;900;8333;27141;32771
30;4;0.35;20;0;3;4286;20377;831;128;11047;149;1054;9807;31829;38518
30;4;0.35;20;0;4;4931;23440;954;148;12700;171;1209;11280;36516;44265
30;4;0.35;20;50;1;2995;14252;584;90;7741;105;746;6860;22464;27026
30;4;0.35;20;50;2;3641;17315;707;109;9395;127;900;8334;27151;32773
30;4;0.35;20;50;3;4286;20378;831;128;11048;149;1055;9807;31839;38521
30;4;0.35;20;50;4;4931;23441;954;148;12702;171;1209;11281;36527;44268
30;4;0.35;20;100;1;2996;14253;584;90;7743;105;746;6861;22474;27029
30;4;0.35;20;100;2;3641;17316;707;109;9396;127;901;8334;27162;32776
30;4;0.35;20;100;3;4286;20379;831;128;11050;149;1055;9808;31849;38523
30;4;0.35;20;100;4;4932;23442;955;148;12703;171;1209;11282;36537;44270
30;4;0.35;20;150;1;2996;14254;584;90;7744;105;746;6861;22484;27032
